decimalLatitude,decimalLongitude,species,speciesKey,occurrenceStatus,geometry
-33.7137,150.895,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.895 -33.7137)
-33.7137,150.896,Litoria peronii,2427831.0,1,POINT (150.896 -33.7137)
-33.7702,150.695,Limnodynastes peronii,2429583.0,1,POINT (150.695 -33.7702)
-33.608996,150.887123,Litoria dentata,2427847.0,1,POINT (150.887123 -33.608996)
-33.771383,150.494551,Litoria citropa,2427808.0,1,POINT (150.494551 -33.771383)
-33.700754,150.483815,Ranoidea phyllochroa,10754639.0,1,POINT (150.483815 -33.700754)
-33.700171,150.484565,Ranoidea phyllochroa,10754639.0,1,POINT (150.484565 -33.700171)
-33.7357,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7357)
-33.8109,150.763,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.763 -33.8109)
-33.9083,150.609,Limnodynastes peronii,2429583.0,1,POINT (150.609 -33.9083)
-33.7704,150.694,Limnodynastes peronii,2429583.0,1,POINT (150.694 -33.7704)
-33.7428,150.83,Litoria peronii,2427831.0,1,POINT (150.83 -33.7428)
-33.6873,150.55,Limnodynastes peronii,2429583.0,1,POINT (150.55 -33.6873)
-33.746907,150.465151,Crinia signifera,2424585.0,1,POINT (150.465151 -33.746907)
-33.750712,150.648811,Litoria peronii,2427831.0,1,POINT (150.648811 -33.750712)
-33.699768,150.584142,Crinia signifera,2424585.0,1,POINT (150.584142 -33.699768)
-33.756805,150.628148,Crinia signifera,2424585.0,1,POINT (150.628148 -33.756805)
-33.7357,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7357)
-33.6873,150.55,Limnodynastes peronii,2429583.0,1,POINT (150.55 -33.6873)
-33.8635,150.814,Limnodynastes peronii,2429583.0,1,POINT (150.814 -33.8635)
-33.6925,150.715,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.715 -33.6925)
-33.7083,150.614,Crinia signifera,2424585.0,1,POINT (150.614 -33.7083)
-33.7356,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7356)
-33.7357,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7357)
-33.8635,150.814,Limnodynastes peronii,2429583.0,1,POINT (150.814 -33.8635)
-33.7419,150.729,Litoria peronii,2427831.0,1,POINT (150.729 -33.7419)
-33.750609,150.648826,Litoria peronii,2427831.0,1,POINT (150.648826 -33.750609)
-33.743872,150.478048,Crinia signifera,2424585.0,1,POINT (150.478048 -33.743872)
-33.768442,150.887713,Limnodynastes peronii,2429583.0,1,POINT (150.887713 -33.768442)
-33.7357,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7357)
-33.760224,150.64976,Limnodynastes peronii,2429583.0,1,POINT (150.64976 -33.760224)
-33.767283,150.629479,Limnodynastes peronii,2429583.0,1,POINT (150.629479 -33.767283)
-33.699921,150.584216,Crinia signifera,2424585.0,1,POINT (150.584216 -33.699921)
-33.756594,150.629932,Crinia signifera,2424585.0,1,POINT (150.629932 -33.756594)
-33.609222,150.887026,Litoria dentata,2427847.0,1,POINT (150.887026 -33.609222)
-33.7355,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7355)
-33.682757,150.558255,Limnodynastes peronii,2429583.0,1,POINT (150.558255 -33.682757)
-33.7357,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7357)
-33.865,150.813,Limnodynastes peronii,2429583.0,1,POINT (150.813 -33.865)
-33.609052,150.887102,Litoria dentata,2427847.0,1,POINT (150.887102 -33.609052)
-33.503,150.824,Ranoidea caerulea,10842219.0,1,POINT (150.824 -33.503)
-33.569597,150.656124,Litoria peronii,2427831.0,1,POINT (150.656124 -33.569597)
-33.74,150.623,Limnodynastes peronii,2429583.0,1,POINT (150.623 -33.74)
-33.755392,150.623386,Litoria peronii,2427831.0,1,POINT (150.623386 -33.755392)
-33.5227,150.885,Ranoidea caerulea,10842219.0,1,POINT (150.885 -33.5227)
-33.775131,150.622909,Limnodynastes peronii,2429583.0,1,POINT (150.622909 -33.775131)
-33.712777,150.453723,Limnodynastes peronii,2429583.0,1,POINT (150.453723 -33.712777)
-33.5179,150.874,Ranoidea caerulea,10842219.0,1,POINT (150.874 -33.5179)
-33.724627,150.433406,Limnodynastes peronii,2429583.0,1,POINT (150.433406 -33.724627)
-33.6944,150.588,Litoria peronii,2427831.0,1,POINT (150.588 -33.6944)
-33.7716,150.624,Limnodynastes peronii,2429583.0,1,POINT (150.624 -33.7716)
-33.7388,150.47,Litoria peronii,2427831.0,1,POINT (150.47 -33.7388)
-33.742453,150.48017,Crinia signifera,2424585.0,1,POINT (150.48017 -33.742453)
-33.779141,150.708837,Litoria peronii,2427831.0,1,POINT (150.708837 -33.779141)
-33.7006,150.871,Litoria dentata,2427847.0,1,POINT (150.871 -33.7006)
-33.7416,150.73,Litoria dentata,2427847.0,1,POINT (150.73 -33.7416)
-33.5227,150.885,Ranoidea caerulea,10842219.0,1,POINT (150.885 -33.5227)
-33.710763,150.493531,Pseudophryne australis,2424579.0,1,POINT (150.493531 -33.710763)
-33.708182,150.641467,Crinia signifera,2424585.0,1,POINT (150.641467 -33.708182)
-33.67227,150.614401,Limnodynastes peronii,2429583.0,1,POINT (150.614401 -33.67227)
-33.518,150.875,Crinia signifera,2424585.0,1,POINT (150.875 -33.518)
-33.645,150.792,Litoria dentata,2427847.0,1,POINT (150.792 -33.645)
-33.7339,150.631,Limnodynastes peronii,2429583.0,1,POINT (150.631 -33.7339)
-33.721919,150.597635,Crinia signifera,2424585.0,1,POINT (150.597635 -33.721919)
-33.996622,150.873245,Litoria peronii,2427831.0,1,POINT (150.873245 -33.996622)
-33.689824,150.580772,Limnodynastes peronii,2429583.0,1,POINT (150.580772 -33.689824)
-33.733568,150.65308,Litoria peronii,2427831.0,1,POINT (150.65308 -33.733568)
-33.7303,150.71,Litoria peronii,2427831.0,1,POINT (150.71 -33.7303)
-33.5227,150.885,Limnodynastes peronii,2429583.0,1,POINT (150.885 -33.5227)
-33.773346,150.79776,Litoria peronii,2427831.0,1,POINT (150.79776 -33.773346)
-33.52627,150.704899,Litoria peronii,2427831.0,1,POINT (150.704899 -33.52627)
-33.743063,150.613905,Litoria peronii,2427831.0,1,POINT (150.613905 -33.743063)
-33.7551,150.724,Limnodynastes peronii,2429583.0,1,POINT (150.724 -33.7551)
-33.6406,150.804,Ranoidea caerulea,10842219.0,1,POINT (150.804 -33.6406)
-33.7783,150.661,Litoria tyleri,2427823.0,1,POINT (150.661 -33.7783)
-33.76867,150.631901,Limnodynastes peronii,2429583.0,1,POINT (150.631901 -33.76867)
-33.699086,150.584332,Crinia signifera,2424585.0,1,POINT (150.584332 -33.699086)
-33.6105,150.781,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.781 -33.6105)
-33.7551,150.724,Limnodynastes peronii,2429583.0,1,POINT (150.724 -33.7551)
-33.687,150.549,Limnodynastes peronii,2429583.0,1,POINT (150.549 -33.687)
-33.730626,150.459175,Litoria peronii,2427831.0,1,POINT (150.459175 -33.730626)
-33.690337,150.665947,Litoria dentata,2427847.0,1,POINT (150.665947 -33.690337)
-33.7357,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7357)
-33.7343,150.421,Limnodynastes peronii,2429583.0,1,POINT (150.421 -33.7343)
-33.6925,150.715,Litoria dentata,2427847.0,1,POINT (150.715 -33.6925)
-33.5227,150.885,Limnodynastes peronii,2429583.0,1,POINT (150.885 -33.5227)
-33.70173,150.884076,Litoria peronii,2427831.0,1,POINT (150.884076 -33.70173)
-33.743286,150.706818,Litoria dentata,2427847.0,1,POINT (150.706818 -33.743286)
-33.7388,150.47,Litoria peronii,2427831.0,1,POINT (150.47 -33.7388)
-33.7412,150.467,Limnodynastes peronii,2429583.0,1,POINT (150.467 -33.7412)
-33.7783,150.661,Litoria peronii,2427831.0,1,POINT (150.661 -33.7783)
-33.673475,150.676264,Litoria fallax,2427671.0,1,POINT (150.676264 -33.673475)
-33.931468,150.632847,Crinia signifera,2424585.0,1,POINT (150.632847 -33.931468)
-33.86264,150.7521,Limnodynastes peronii,2429583.0,1,POINT (150.7521 -33.86264)
-33.734775,150.644897,Litoria peronii,2427831.0,1,POINT (150.644897 -33.734775)
-33.734996,150.644791,Limnodynastes peronii,2429583.0,1,POINT (150.644791 -33.734996)
-33.7181,150.427,Crinia signifera,2424585.0,1,POINT (150.427 -33.7181)
-33.931468,150.632847,Crinia signifera,2424585.0,1,POINT (150.632847 -33.931468)
-33.8802,150.743,Litoria verreauxii,2427755.0,1,POINT (150.743 -33.8802)
-33.7357,150.813,Litoria fallax,2427671.0,1,POINT (150.813 -33.7357)
-33.7629,150.739,Litoria peronii,2427831.0,1,POINT (150.739 -33.7629)
-33.737798,150.624061,Crinia signifera,2424585.0,1,POINT (150.624061 -33.737798)
-33.724627,150.433406,Crinia signifera,2424585.0,1,POINT (150.433406 -33.724627)
-33.673475,150.676264,Litoria tyleri,2427823.0,1,POINT (150.676264 -33.673475)
-33.6925,150.715,Limnodynastes peronii,2429583.0,1,POINT (150.715 -33.6925)
-33.518,150.874,Litoria fallax,2427671.0,1,POINT (150.874 -33.518)
-33.761491,150.623376,Limnodynastes peronii,2429583.0,1,POINT (150.623376 -33.761491)
-33.743,150.83,Crinia signifera,2424585.0,1,POINT (150.83 -33.743)
-33.755392,150.623386,Litoria tyleri,2427823.0,1,POINT (150.623386 -33.755392)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.7552,150.724,Litoria peronii,2427831.0,1,POINT (150.724 -33.7552)
-33.7388,150.47,Litoria verreauxii,2427755.0,1,POINT (150.47 -33.7388)
-33.5226,150.886,Litoria peronii,2427831.0,1,POINT (150.886 -33.5226)
-33.760242,150.649896,Crinia signifera,2424585.0,1,POINT (150.649896 -33.760242)
-33.700171,150.484565,Crinia signifera,2424585.0,1,POINT (150.484565 -33.700171)
-33.775131,150.622909,Litoria peronii,2427831.0,1,POINT (150.622909 -33.775131)
-33.7551,150.724,Crinia signifera,2424585.0,1,POINT (150.724 -33.7551)
-33.74967,150.465014,Crinia signifera,2424585.0,1,POINT (150.465014 -33.74967)
-33.7783,150.661,Crinia signifera,2424585.0,1,POINT (150.661 -33.7783)
-33.7388,150.469,Crinia signifera,2424585.0,1,POINT (150.469 -33.7388)
-33.865,150.813,Crinia signifera,2424585.0,1,POINT (150.813 -33.865)
-33.754933,150.632084,Crinia signifera,2424585.0,1,POINT (150.632084 -33.754933)
-33.683901,150.676008,Crinia signifera,2424585.0,1,POINT (150.676008 -33.683901)
-33.8635,150.814,Crinia signifera,2424585.0,1,POINT (150.814 -33.8635)
-33.712777,150.453723,Crinia signifera,2424585.0,1,POINT (150.453723 -33.712777)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.7206,150.455,Limnodynastes peronii,2429583.0,1,POINT (150.455 -33.7206)
-33.7137,150.896,Litoria fallax,2427671.0,1,POINT (150.896 -33.7137)
-33.7716,150.624,Litoria peronii,2427831.0,1,POINT (150.624 -33.7716)
-33.760224,150.64976,Crinia signifera,2424585.0,1,POINT (150.64976 -33.760224)
-33.7006,150.871,Ranoidea caerulea,10842219.0,1,POINT (150.871 -33.7006)
-33.70173,150.884076,Litoria verreauxii,2427755.0,1,POINT (150.884076 -33.70173)
-33.7389,150.469,Litoria verreauxii,2427755.0,1,POINT (150.469 -33.7389)
-33.7551,150.724,Litoria peronii,2427831.0,1,POINT (150.724 -33.7551)
-33.7411,150.467,Litoria peronii,2427831.0,1,POINT (150.467 -33.7411)
-33.7131,150.896,Litoria fallax,2427671.0,1,POINT (150.896 -33.7131)
-33.682759,150.676305,Litoria verreauxii,2427755.0,1,POINT (150.676305 -33.682759)
-33.7416,150.73,Litoria peronii,2427831.0,1,POINT (150.73 -33.7416)
-33.750078,150.464382,Crinia signifera,2424585.0,1,POINT (150.464382 -33.750078)
-33.7137,150.896,Litoria verreauxii,2427755.0,1,POINT (150.896 -33.7137)
-33.6925,150.715,Crinia signifera,2424585.0,1,POINT (150.715 -33.6925)
-33.768517,150.631863,Crinia signifera,2424585.0,1,POINT (150.631863 -33.768517)
-33.7853,150.859,Crinia signifera,2424585.0,1,POINT (150.859 -33.7853)
-33.6925,150.715,Crinia signifera,2424585.0,1,POINT (150.715 -33.6925)
-33.7137,150.895,Litoria peronii,2427831.0,1,POINT (150.895 -33.7137)
-33.7206,150.455,Litoria peronii,2427831.0,1,POINT (150.455 -33.7206)
-33.5227,150.885,Crinia signifera,2424585.0,1,POINT (150.885 -33.5227)
-33.7137,150.895,Litoria fallax,2427671.0,1,POINT (150.895 -33.7137)
-33.6351,150.753,Litoria tyleri,2427823.0,1,POINT (150.753 -33.6351)
-33.5226,150.886,Uperoleia laevigata,2424630.0,1,POINT (150.886 -33.5226)
-33.7137,150.895,Crinia signifera,2424585.0,1,POINT (150.895 -33.7137)
-33.5227,150.885,Crinia signifera,2424585.0,1,POINT (150.885 -33.5227)
-33.7137,150.895,Litoria verreauxii,2427755.0,1,POINT (150.895 -33.7137)
-33.877,150.834,Litoria peronii,2427831.0,1,POINT (150.834 -33.877)
-33.8743,150.749,Litoria dentata,2427847.0,1,POINT (150.749 -33.8743)
-33.716248,150.509279,Litoria peronii,2427831.0,1,POINT (150.509279 -33.716248)
-33.5866,150.625,Limnodynastes peronii,2429583.0,1,POINT (150.625 -33.5866)
-33.52627,150.704899,Crinia signifera,2424585.0,1,POINT (150.704899 -33.52627)
-33.7339,150.631,Litoria peronii,2427831.0,1,POINT (150.631 -33.7339)
-33.771383,150.494551,Ranoidea wilcoxii,10737932.0,1,POINT (150.494551 -33.771383)
-33.682757,150.558255,Crinia signifera,2424585.0,1,POINT (150.558255 -33.682757)
-33.767283,150.629479,Litoria peronii,2427831.0,1,POINT (150.629479 -33.767283)
-33.8109,150.763,Crinia signifera,2424585.0,1,POINT (150.763 -33.8109)
-33.697029,150.557322,Crinia signifera,2424585.0,1,POINT (150.557322 -33.697029)
-33.6351,150.753,Limnodynastes peronii,2429583.0,1,POINT (150.753 -33.6351)
-33.755527,150.623266,Litoria fallax,2427671.0,1,POINT (150.623266 -33.755527)
-33.7137,150.895,Limnodynastes peronii,2429583.0,1,POINT (150.895 -33.7137)
-33.700754,150.483815,Crinia signifera,2424585.0,1,POINT (150.483815 -33.700754)
-33.74,150.623,Litoria peronii,2427831.0,1,POINT (150.623 -33.74)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.7716,150.624,Litoria peronii,2427831.0,1,POINT (150.624 -33.7716)
-33.7853,150.859,Limnodynastes peronii,2429583.0,1,POINT (150.859 -33.7853)
-33.587145,150.856038,Crinia signifera,2424585.0,1,POINT (150.856038 -33.587145)
-33.689824,150.580772,Litoria peronii,2427831.0,1,POINT (150.580772 -33.689824)
-33.7412,150.467,Crinia signifera,2424585.0,1,POINT (150.467 -33.7412)
-33.7787,150.861,Crinia signifera,2424585.0,1,POINT (150.861 -33.7787)
-33.682795,150.558268,Crinia signifera,2424585.0,1,POINT (150.558268 -33.682795)
-33.5227,150.885,Ranoidea caerulea,10842219.0,1,POINT (150.885 -33.5227)
-33.743063,150.613905,Crinia signifera,2424585.0,1,POINT (150.613905 -33.743063)
-33.743286,150.706818,Limnodynastes peronii,2429583.0,1,POINT (150.706818 -33.743286)
-33.733568,150.65308,Crinia signifera,2424585.0,1,POINT (150.65308 -33.733568)
-33.569597,150.656124,Crinia signifera,2424585.0,1,POINT (150.656124 -33.569597)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.768517,150.631863,Uperoleia laevigata,2424630.0,1,POINT (150.631863 -33.768517)
-33.690337,150.665947,Litoria peronii,2427831.0,1,POINT (150.665947 -33.690337)
-33.6925,150.715,Ranoidea caerulea,10842219.0,1,POINT (150.715 -33.6925)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.7389,150.47,Litoria peronii,2427831.0,1,POINT (150.47 -33.7389)
-33.682759,150.558262,Crinia signifera,2424585.0,1,POINT (150.558262 -33.682759)
-33.730626,150.459175,Crinia signifera,2424585.0,1,POINT (150.459175 -33.730626)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.737789,150.624306,Crinia signifera,2424585.0,1,POINT (150.624306 -33.737789)
-33.7552,150.724,Litoria peronii,2427831.0,1,POINT (150.724 -33.7552)
-33.7716,150.624,Litoria peronii,2427831.0,1,POINT (150.624 -33.7716)
-33.691047,150.667468,Uperoleia laevigata,2424630.0,1,POINT (150.667468 -33.691047)
-33.5227,150.885,Uperoleia laevigata,2424630.0,1,POINT (150.885 -33.5227)
-33.5866,150.625,Uperoleia laevigata,2424630.0,1,POINT (150.625 -33.5866)
-33.877,150.834,Litoria fallax,2427671.0,1,POINT (150.834 -33.877)
-33.52627,150.704899,Litoria verreauxii,2427755.0,1,POINT (150.704899 -33.52627)
-33.761491,150.623376,Litoria peronii,2427831.0,1,POINT (150.623376 -33.761491)
-33.691047,150.667468,Crinia signifera,2424585.0,1,POINT (150.667468 -33.691047)
-33.5227,150.885,Uperoleia laevigata,2424630.0,1,POINT (150.885 -33.5227)
-33.7006,150.871,Litoria peronii,2427831.0,1,POINT (150.871 -33.7006)
-33.5227,150.885,Crinia signifera,2424585.0,1,POINT (150.885 -33.5227)
-33.7131,150.896,Crinia signifera,2424585.0,1,POINT (150.896 -33.7131)
-33.683901,150.676008,Litoria verreauxii,2427755.0,1,POINT (150.676008 -33.683901)
-33.5227,150.885,Uperoleia laevigata,2424630.0,1,POINT (150.885 -33.5227)
-33.7552,150.724,Crinia signifera,2424585.0,1,POINT (150.724 -33.7552)
-33.5226,150.886,Litoria fallax,2427671.0,1,POINT (150.886 -33.5226)
-33.7388,150.469,Litoria verreauxii,2427755.0,1,POINT (150.469 -33.7388)
-33.690337,150.665947,Litoria tyleri,2427823.0,1,POINT (150.665947 -33.690337)
-33.5227,150.885,Uperoleia laevigata,2424630.0,1,POINT (150.885 -33.5227)
-33.6351,150.753,Litoria peronii,2427831.0,1,POINT (150.753 -33.6351)
-33.5227,150.885,Uperoleia laevigata,2424630.0,1,POINT (150.885 -33.5227)
-33.7783,150.661,Litoria tyleri,2427823.0,1,POINT (150.661 -33.7783)
-33.7131,150.896,Litoria verreauxii,2427755.0,1,POINT (150.896 -33.7131)
-33.877,150.834,Crinia signifera,2424585.0,1,POINT (150.834 -33.877)
-33.5227,150.885,Crinia signifera,2424585.0,1,POINT (150.885 -33.5227)
-33.5227,150.885,Crinia signifera,2424585.0,1,POINT (150.885 -33.5227)
-33.5227,150.885,Limnodynastes peronii,2429583.0,1,POINT (150.885 -33.5227)
-33.682795,150.558268,Litoria peronii,2427831.0,1,POINT (150.558268 -33.682795)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.503,150.824,Crinia signifera,2424585.0,1,POINT (150.824 -33.503)
-33.70173,150.884076,Litoria verreauxii,2427755.0,1,POINT (150.884076 -33.70173)
-33.699921,150.584216,Crinia signifera,2424585.0,1,POINT (150.584216 -33.699921)
-33.5227,150.885,Ranoidea caerulea,10842219.0,1,POINT (150.885 -33.5227)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.5227,150.885,Limnodynastes peronii,2429583.0,1,POINT (150.885 -33.5227)
-33.768517,150.631863,Limnodynastes peronii,2429583.0,1,POINT (150.631863 -33.768517)
-33.683901,150.676008,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.676008 -33.683901)
-33.755392,150.623386,Litoria peronii,2427831.0,1,POINT (150.623386 -33.755392)
-33.7412,150.467,Limnodynastes peronii,2429583.0,1,POINT (150.467 -33.7412)
-33.608996,150.887123,Litoria dentata,2427847.0,1,POINT (150.887123 -33.608996)
-33.7131,150.896,Crinia signifera,2424585.0,1,POINT (150.896 -33.7131)
-33.730626,150.459175,Crinia signifera,2424585.0,1,POINT (150.459175 -33.730626)
-33.7356,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7356)
-33.7388,150.469,Litoria verreauxii,2427755.0,1,POINT (150.469 -33.7388)
-33.673475,150.676264,Litoria tyleri,2427823.0,1,POINT (150.676264 -33.673475)
-33.7137,150.896,Litoria peronii,2427831.0,1,POINT (150.896 -33.7137)
-33.7629,150.739,Litoria peronii,2427831.0,1,POINT (150.739 -33.7629)
-33.9083,150.609,Limnodynastes peronii,2429583.0,1,POINT (150.609 -33.9083)
-33.7411,150.467,Litoria dentata,2427847.0,1,POINT (150.467 -33.7411)
-33.779141,150.708837,Litoria peronii,2427831.0,1,POINT (150.708837 -33.779141)
-33.733568,150.65308,Litoria peronii,2427831.0,1,POINT (150.65308 -33.733568)
-33.865,150.813,Limnodynastes peronii,2429583.0,1,POINT (150.813 -33.865)
-33.761491,150.623376,Litoria dentata,2427847.0,1,POINT (150.623376 -33.761491)
-33.755066,150.61499,Crinia signifera,2424585.0,1,POINT (150.61499 -33.755066)
-33.750695,150.648743,Litoria peronii,2427831.0,1,POINT (150.648743 -33.750695)
-33.760224,150.64976,Limnodynastes peronii,2429583.0,1,POINT (150.64976 -33.760224)
-33.754933,150.632084,Limnodynastes peronii,2429583.0,1,POINT (150.632084 -33.754933)
-33.5227,150.885,Uperoleia laevigata,2424630.0,1,POINT (150.885 -33.5227)
-33.6876,150.549,Limnodynastes peronii,2429583.0,1,POINT (150.549 -33.6876)
-33.7468,150.706,Litoria peronii,2427831.0,1,POINT (150.706 -33.7468)
-33.682759,150.676305,Litoria verreauxii,2427755.0,1,POINT (150.676305 -33.682759)
-33.682757,150.558255,Crinia signifera,2424585.0,1,POINT (150.558255 -33.682757)
-33.7206,150.455,Limnodynastes peronii,2429583.0,1,POINT (150.455 -33.7206)
-33.518,150.874,Litoria fallax,2427671.0,1,POINT (150.874 -33.518)
-33.690337,150.665947,Litoria peronii,2427831.0,1,POINT (150.665947 -33.690337)
-33.5226,150.886,Uperoleia laevigata,2424630.0,1,POINT (150.886 -33.5226)
-33.689824,150.580772,Limnodynastes peronii,2429583.0,1,POINT (150.580772 -33.689824)
-33.743,150.83,Litoria peronii,2427831.0,1,POINT (150.83 -33.743)
-33.602387,150.728403,Litoria dentata,2427847.0,1,POINT (150.728403 -33.602387)
-33.754933,150.632084,Crinia signifera,2424585.0,1,POINT (150.632084 -33.754933)
-33.699768,150.584142,Crinia signifera,2424585.0,1,POINT (150.584142 -33.699768)
-33.5227,150.885,Ranoidea caerulea,10842219.0,1,POINT (150.885 -33.5227)
-33.76867,150.631901,Limnodynastes peronii,2429583.0,1,POINT (150.631901 -33.76867)
-33.724121,150.458994,Litoria peronii,2427831.0,1,POINT (150.458994 -33.724121)
-33.700754,150.483815,Ranoidea phyllochroa,10754639.0,1,POINT (150.483815 -33.700754)
-33.756594,150.629932,Crinia signifera,2424585.0,1,POINT (150.629932 -33.756594)
-33.7389,150.469,Crinia signifera,2424585.0,1,POINT (150.469 -33.7389)
-33.712777,150.453723,Crinia signifera,2424585.0,1,POINT (150.453723 -33.712777)
-33.682795,150.558268,Crinia signifera,2424585.0,1,POINT (150.558268 -33.682795)
-33.737798,150.624061,Crinia signifera,2424585.0,1,POINT (150.624061 -33.737798)
-33.730626,150.459175,Litoria peronii,2427831.0,1,POINT (150.459175 -33.730626)
-33.5226,150.886,Litoria peronii,2427831.0,1,POINT (150.886 -33.5226)
-33.569597,150.656124,Litoria peronii,2427831.0,1,POINT (150.656124 -33.569597)
-33.7137,150.895,Litoria fallax,2427671.0,1,POINT (150.895 -33.7137)
-33.74,150.623,Limnodynastes peronii,2429583.0,1,POINT (150.623 -33.74)
-33.727,150.699,Litoria fallax,2427671.0,1,POINT (150.699 -33.727)
-33.7702,150.695,Limnodynastes peronii,2429583.0,1,POINT (150.695 -33.7702)
-33.700283,150.584093,Crinia signifera,2424585.0,1,POINT (150.584093 -33.700283)
-33.638,150.802,Litoria dentata,2427847.0,1,POINT (150.802 -33.638)
-33.6778,150.749,Litoria dentata,2427847.0,1,POINT (150.749 -33.6778)
-33.8109,150.763,Crinia signifera,2424585.0,1,POINT (150.763 -33.8109)
-33.5866,150.625,Limnodynastes peronii,2429583.0,1,POINT (150.625 -33.5866)
-33.682759,150.558262,Litoria peronii,2427831.0,1,POINT (150.558262 -33.682759)
-33.5866,150.625,Litoria dentata,2427847.0,1,POINT (150.625 -33.5866)
-33.721919,150.597635,Crinia signifera,2424585.0,1,POINT (150.597635 -33.721919)
-33.750078,150.464382,Limnodynastes dumerilii,2429581.0,1,POINT (150.464382 -33.750078)
-33.700592,150.583954,Crinia signifera,2424585.0,1,POINT (150.583954 -33.700592)
-33.7357,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7357)
-33.700171,150.484565,Crinia signifera,2424585.0,1,POINT (150.484565 -33.700171)
-33.7716,150.624,Litoria peronii,2427831.0,1,POINT (150.624 -33.7716)
-33.687,150.549,Limnodynastes peronii,2429583.0,1,POINT (150.549 -33.687)
-33.74,150.623,Limnodynastes peronii,2429583.0,1,POINT (150.623 -33.74)
-33.724627,150.433406,Limnodynastes peronii,2429583.0,1,POINT (150.433406 -33.724627)
-33.737798,150.624061,Litoria peronii,2427831.0,1,POINT (150.624061 -33.737798)
-33.7355,150.813,Litoria peronii,2427831.0,1,POINT (150.813 -33.7355)
-33.677642,150.601289,Limnodynastes peronii,2429583.0,1,POINT (150.601289 -33.677642)
-33.761491,150.623376,Limnodynastes peronii,2429583.0,1,POINT (150.623376 -33.761491)
-33.716248,150.509279,Litoria peronii,2427831.0,1,POINT (150.509279 -33.716248)
-33.7472,150.448,Ranoidea phyllochroa,10754639.0,1,POINT (150.448 -33.7472)
-33.689824,150.580772,Litoria peronii,2427831.0,1,POINT (150.580772 -33.689824)
-33.587145,150.856038,Crinia signifera,2424585.0,1,POINT (150.856038 -33.587145)
-33.743286,150.706818,Limnodynastes peronii,2429583.0,1,POINT (150.706818 -33.743286)
-33.6351,150.753,Litoria tyleri,2427823.0,1,POINT (150.753 -33.6351)
-33.877902,150.59303,Pseudophryne australis,2424579.0,1,POINT (150.59303 -33.877902)
-33.6351,150.753,Litoria peronii,2427831.0,1,POINT (150.753 -33.6351)
-33.6345,150.753,Litoria dentata,2427847.0,1,POINT (150.753 -33.6345)
-33.742453,150.48017,Crinia signifera,2424585.0,1,POINT (150.48017 -33.742453)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.557322,150.799918,Litoria fallax,2427671.0,1,POINT (150.799918 -33.557322)
-33.7419,150.729,Litoria peronii,2427831.0,1,POINT (150.729 -33.7419)
-33.7551,150.724,Crinia signifera,2424585.0,1,POINT (150.724 -33.7551)
-33.737789,150.624306,Crinia signifera,2424585.0,1,POINT (150.624306 -33.737789)
-33.7417,150.729,Litoria peronii,2427831.0,1,POINT (150.729 -33.7417)
-33.609222,150.887026,Litoria dentata,2427847.0,1,POINT (150.887026 -33.609222)
-33.7783,150.661,Litoria peronii,2427831.0,1,POINT (150.661 -33.7783)
-33.773407,150.797697,Litoria peronii,2427831.0,1,POINT (150.797697 -33.773407)
-33.7552,150.724,Limnodynastes peronii,2429583.0,1,POINT (150.724 -33.7552)
-33.5227,150.885,Litoria peronii,2427831.0,1,POINT (150.885 -33.5227)
-33.7552,150.724,Crinia signifera,2424585.0,1,POINT (150.724 -33.7552)
-33.7388,150.469,Litoria peronii,2427831.0,1,POINT (150.469 -33.7388)
-33.775131,150.622909,Litoria peronii,2427831.0,1,POINT (150.622909 -33.775131)
-33.7411,150.467,Litoria peronii,2427831.0,1,POINT (150.467 -33.7411)
-33.747899,150.46299,Crinia signifera,2424585.0,1,POINT (150.46299 -33.747899)
